NGRAM,VALUE,
trouble trouble trouble,877.7077507311761
trouble trouble nothin,426.5762412444372
ready ready ready,422.509500090495
remember death end,275.9799637138924
moon oh jokerman,253.36380530771308
oh oh jokerman,239.36686889176914
light moon oh,235.36380530771308
trouble nothin trouble,227.79626488109204
light oh oh,221.36686889176914
moon oh oh,214.30515528175144
dream baby late,211.48275861978985
need shot love,197.65870398073105
'm glad glad,193.1643312967477
glad 'm glad,193.1643312967477
dead man arise,173.5719869934872
go let go,173.26217655274104
let go let,167.23069989917087
want thank lord,166.92361929945605
death end remember,166.34755482452604
end remember death,166.34755482452604
saved 'm glad,165.33703695478718
let n't let,159.87478022570218
end end remember,159.67083464223344
remember end end,159.67083464223344
far shore shore,158.2756191131747
shore far shore,158.2756191131747
n't let go,157.29404487682126
high light oh,155.7147754558644
far far shore,154.0319756577983
far shore far,154.0319756577983
death end end,152.1344599708769
end end death,152.1344599708769
high moon oh,151.0069663825193
live political world,149.98713807168997
wiggle wiggle like,149.49992739798418
god knows god,147.2230287005282
's neighborhood bully,145.49279668866407
cat 's well,140.03582077371266
n't let n't,138.38885814852338
knows god knows,137.9865331362497
'm glad 'm,137.74648006181636
ten thousand men,135.32624636513088
go n't go,133.1643312967477
clean-cut kid killer,131.744675074547
baby late last,129.90326117874488
shore driftin shore,127.15410943290377
shore shore driftin,127.15410943290377
go n't let,127.13285464317747
let go n't,127.13285464317747
rose dead believe,126.5938255563492
man arise cobwebs,125.49379736634972
clean-cut kid made,124.48955030967886
clean-cut made killer,124.48955030967886
kid made killer,124.48955030967886
glad glad want,123.97834825381706
driftin far shore,123.97137684137147
far driftin shore,123.97137684137147
far shore driftin,123.97137684137147
shore driftin far,123.97137684137147
shore far driftin,123.97137684137147
'm pressing well,122.2689720146088
shot love need,120.98846500937664
far driftin far,120.78864424983914
shot love shot,112.24017920123558
n't fall apart,110.37004710260491
fall apart tonight,110.32291794141894
need shot shot,108.88638334235728
shot need shot,108.88638334235728
love need shot,108.61447840738849
need need shot,105.62325262789493
need shot need,105.62325262789493
sometimes satan peace,104.61950077708694
tonight disease conceit,104.42719318808928
summertime ah-a summertime,102.76940628860251
satan man peace,102.5308796096825
jokerman nightingale tune,102.45460176923768
end remember end,101.76752308905303
jokerman dance nightingale,101.29873130158332
saved lamb saved,101.29873130158332
anybody seen love,100.21482667212263
dance nightingale tune,99.96437677356462
jokerman dance tune,99.96437677356462
love 's pure,99.96236842999485
bird fly moon,99.77635684462327
shot shot love,99.64813344010658
well 'm pressing,99.27767234951006
nightingale tune fly,98.94482676491076
wo let go,98.79610417469469
blood lamb saved,98.54214158975954
jokerman nightingale bird,98.54214158975954
dance nightingale fly,97.78895629725639
made killer 's,97.5813798712852
wo go ca,97.46321642379249
jokerman tune bird,97.20778706174083
nightingale tune bird,97.20778706174083
end death end,96.7432733081487
dance tune fly,96.45460176923768
lamb saved glad,96.45460176923768
need love shot,96.38500272564418
shot need love,96.38500272564418
dance nightingale bird,96.05191659408646
jokerman dance bird,96.05191659408646
saved blood lamb,96.05191659408646
saved blood saved,96.05191659408646
go ca go,95.99172783324657
broken broken broken,95.93244408056039
maybe someday 'll,95.8248881696554
nightingale bird fly,95.03236658543261
dance tune bird,94.71756206606779
nightingale tune high,94.52303319991351
whole lot tonight,93.96583185471945
wo let ca,93.84433043165038
tune bird fly,93.6980120574139
ready ready meet,93.25963128427557
rendezvous ready ready,93.25963128427557
need love need,93.12187201118182
want watered-down love,92.72306455585415
broken broken broken,92.64604709745186
clean-cut kid 's,92.63472908336094
clean-cut killer 's,92.63472908336094
kid killer 's,92.63472908336094
dance bird fly,92.54214158975954
ca let go,92.37284184110446
go ca let,92.37284184110446
let go ca,92.37284184110446
n't ca n't,92.35605507785812
nightingale fly high,92.34761272360527
end end end,92.2921265199536
wiggle wiggle wiggle,92.25144301433211
tune fly high,91.01325819558659
lot tonight disease,90.8336190159209
god knows 's,90.6344024578904
nightingale bird high,90.61057302043534
'm 'm glad,90.58831528481461
tune fly light,90.45460176923768
're ready ready,90.36694386165071
sometimes satan man,90.05306080940197
tune bird high,89.27621849241667
honors forgives one,89.12114097271825
jordan rock gibraltar,89.12114097271825
sundown union u.s.a.,89.12114097271825
sweetheart doin dump,89.12114097271825
union u.s.a. sure,89.12114097271825
let ca let,88.75395584896235
tune bird light,88.71756206606779
wo n't ca,88.47811235121125
neither forgives one,87.80596894354929
neither honors forgives,87.80596894354929
neither honors one,87.80596894354929
sure 'til greed,87.80596894354929
u.s.a. sure 'til,87.80596894354929
driftin shore driftin,87.25963128427557
hope ready ready,87.25963128427557
ready ready lay,87.25963128427557
shore driftin driftin,87.25963128427557
love shot love,87.14675282339347
shot love love,87.14675282339347
bird fly high,87.10079801610843
n't go n't,87.0350093871841
inviting trouble trouble,86.89345468389021
solution trouble trouble,86.89345468389021
curtain risin new,86.69400683686705
property jesus resent,86.69400683686705
property resent bone,86.69400683686705
risin new groom,86.69400683686705
sure idea greed,86.69400683686705
u.s.a. sure idea,86.69400683686705
bird fly light,86.54214158975952
groom waitin altar,86.49079691438033
sometimes man peace,86.33945779251053
shootin star tonight,86.03280820424047
tune high light,86.03280820424047
conceit whole lot,85.84927828523992
nature forgives one,85.73078144715507
nature honors forgives,85.73078144715507
nature honors one,85.73078144715507
clean-cut made 's,85.3796043184928
kid made 's,85.3796043184928
idea 'til greed,85.37883480769807
sure idea 'til,85.37883480769807
u.s.a. idea 'til,85.37883480769807
driftin driftin far,85.13780955658736
driftin far driftin,85.13780955658736
forgives one sees,84.8811564399435
