WORD,VALUE,
133,24.07296517771897
‑,11.004646509595643
-7,6.602680758200572
900,6.249128797891064
null,5.902752624580009
!?,5.645275563236234
8,5.003221170842217
zehn,4.173166287191908
2003,4.08969116803365
21,3.53641060838787
elf,3.342617337719629
9.49,3.301340379100286
47,3.301340379100286
470,3.301340379100286
9,3,3.301340379100286
iv,3.301340379100286
180,3.253134772380152
0,8,2.2212890211924217
14.29,2.2212890211924217
83,2.2212890211924217
308,2.2212890211924217
0,2.2212890211924217
dreieinhalb,2.2212890211924217
18.22,2.2212890211924217
11.11,2.2212890211924217
1997,2.044845584016825
12,1.9417976489803532
2000,1.8998066370458648
800,1.8998066370458648
2017,1.8448272066355011
2020,1.768205304193935
2018,1.7046179040124407
zweieinhalb,1.626567386190076
400,1.4940445843984023
zwölf,1.4624645615147296
33,1.402003735928588
§,1.3868725926495031
2015,1.3282759849526027
16.15,1.2438704707021926
13.54,1.2438704707021926
06,1.2438704707021926
3,2,1.2438704707021926
550,1.2438704707021926
7,6,1.2438704707021926
20.11,1.2438704707021926
13.34,1.2438704707021926
17.23,1.2438704707021926
290,1.2438704707021926
416,1.2438704707021926
5,7,1.2438704707021926
9.47,1.2438704707021926
118,1.2438704707021926
13.12,1.2438704707021926
14.33,1.2438704707021926
22.17,1.2438704707021926
14.42,1.2438704707021926
7,7,1.2438704707021926
69,1.2438704707021926
18.59,1.2438704707021926
5,8,1.2438704707021926
ii,1.2268067937913205
2006,1.2083687673479009
890,1.1357993401717903
2004,1.0911017775727494
i,1.01018723303023
13,0.9713046908636755
zwanzig,0.8814099779242819
15.38,0.8814099779242819
250,0.8388009259281493
2008,0.6560510672875299
27,0.6423343131557138
46,0.6134033968956603
18,0.5736845863108888
2019,0.4511334588146547
136,0.44070498896214094
19.06,0.44070498896214094
21.08,0.44070498896214094
175,0.44070498896214094
16.42,0.44070498896214094
10.34,0.44070498896214094
13.23,0.44070498896214094
134,0.44070498896214094
615,0.44070498896214094
10,3,0.44070498896214094
138,0.44070498896214094
14.37,0.44070498896214094
17.09,0.44070498896214094
12.27,0.44070498896214094
15.58,0.44070498896214094
17.12,0.44070498896214094
0,4,0.44070498896214094
14.05,0.44070498896214094
8,5,0.44070498896214094
18.47,0.44070498896214094
21.00,0.44070498896214094
23.07,0.44070498896214094
11.59,0.44070498896214094
370,0.44070498896214094
14.31,0.44070498896214094
685,0.44070498896214094
16.19,0.44070498896214094
16.40,0.44070498896214094
17.04,0.44070498896214094
11.31,0.44070498896214094
11.08,0.44070498896214094
15.10,0.44070498896214094
12.54,0.44070498896214094
14.51,0.44070498896214094
6,8,0.44070498896214094
13.45,0.44070498896214094
19.47,0.44070498896214094
21.21,0.44070498896214094
11.14,0.44070498896214094
154,0.44070498896214094
12.41,0.44070498896214094
20.18,0.44070498896214094
15,2,0.44070498896214094
215,0.44070498896214094
17.11,0.44070498896214094
11.45,0.44070498896214094
18.34,0.44070498896214094
20.27,0.44070498896214094
21.05,0.44070498896214094
17.20,0.44070498896214094
1973,0.44070498896214094
15.15,0.44070498896214094
15.51,0.44070498896214094
16.35,0.44070498896214094
12.18,0.44070498896214094
11.30,0.44070498896214094
14.50,0.44070498896214094
12.21,0.44070498896214094
14.49,0.44070498896214094
11.25,0.44070498896214094
12.29,0.44070498896214094
16.58,0.44070498896214094
15.34,0.44070498896214094
17.16,0.44070498896214094
12.59,0.44070498896214094
16.18,0.44070498896214094
16.10,0.44070498896214094
11.57,0.44070498896214094
225,0.44070498896214094
11.53,0.44070498896214094
8,7,0.44070498896214094
2016,0.3114439513896139
12.13,0.30670169844783013
17.06,0.30670169844783013
93,0.30670169844783013
3,76,0.30670169844783013
11.16,0.30670169844783013
13.25,0.30670169844783013
6,5,0.30670169844783013
1956,0.30670169844783013
13.59,0.30670169844783013
260,0.30670169844783013
1,8,0.30670169844783013
neun,0.26190854617658577
365,0.22556672940732736
0,3,0.22556672940732736
95,0.2097002314820373
39,0.2097002314820373
1991,0.2097002314820373
1,1,0.19426093817273493
1,6,0.19311192933096333
2002,0.18908000081415222
