WORD,VALUE,
uh-huh,231.26277652702748
dandy,53.49501408712235
burns,50.63038624366227
played,49.426986954747356
ten,41.95561970477758
step,39.356548985976474
cat,34.32776626545058
davey,33.22032441898436
rat,31.472648444694833
albert,24.69912597496562
b.,24.69912597496562
wedding,22.150885153158693
frog,20.6305441794405
knee,20.527935789391186
closer,20.45023597365119
blue-eyed,17.16388313272529
twenty,17.028400883045666
momma,16.61016220949218
sailor,15.39595184204339
shadow,15.388878643015587
pat,15.388878643015587
finest,13.881639593630137
forsake,13.633490649100793
engine,13.633490649100793
waist,12.657596560915568
bee,12.657596560915568
tick,12.657596560915568
gay,12.657596560915568
blinds,12.657596560915568
arthur,11.91291914123192
leather,10.373139690943713
't,10.373139690943713
heal,10.263967894695593
danced,10.263967894695593
led,10.263967894695593
nerve,8.807663719756595
bended,8.807663719756595
ate,8.807663719756595
layin,8.807663719756595
london,8.807663719756595
flyin,8.581941566362644
snake,8.581941566362644
nine,6.816745324550396
pistol,6.816745324550396
swallowed,6.816745324550396
mistreat,6.816745324550396
bleed,6.816745324550396
drifting,6.816745324550396
creeping,6.816745324550396
goodnight,5.131983947347797
foggy,5.131983947347797
cousin,5.131983947347797
wee,5.131983947347797
pleasant,5.131983947347797
charmed,5.131983947347797
high-heeled,5.131983947347797
daylight,5.131983947347797
gloves,5.131983947347797
hearing,5.131983947347797
pressed,5.131983947347797
shooting,5.131983947347797
bold,5.131983947347797
cuts,5.131983947347797
gained,5.131983947347797
bump,5.131983947347797
starting,5.131983947347797
forty-four,5.131983947347797
carries,5.131983947347797
pacing,5.131983947347797
hoping,5.131983947347797
blooming,5.131983947347797
whispers,5.131983947347797
napkin,5.131983947347797
park,5.131983947347797
sweethearts,5.131983947347797
jackie,5.131983947347797
confine,5.131983947347797
surrender,5.131983947347797
