WORD,VALUE,
lord,432.3264809855954
devil,155.5252613250873
jesus,146.1111457321485
mayb,129.37689532346553
heart,120.38078052338895
might,109.16464515220646
ya,79.37834208823246
curtain,79.37834208823246
senor,76.40971819237596
jordan,76.40971819237596
resent,74.2008964599833
bruce,72.42101572970064
honey,62.8241202079089
never,62.8241202079089
ooh,62.8241202079089
west,62.8241202079089
stripe,60.190390261694475
made,46.37253113500299
armageddon,30.095195130847237
money,30.095195130847237
satan,30.095195130847237
master,30.095195130847237
peter,30.095195130847237
miss,30.095195130847237
neath,30.095195130847237
true,30.095195130847237
